DISSOLVED OXYGEN (mg/L),PERCENTAGE DISSOLVED OXYGEN (%),PH (???),TEMPERATURE (°C),TURBIDITY (NTU),date,quality
6.14,70.87,7.83,14.438,7.53,2023-08-22 20:01:24,93.675
6.06,69.84,7.83,14.36,8.87,2023-08-22 19:01:24,90.325
6.49,74.28,7.84,14.692,9.3,2023-08-22 18:01:24,89.25
6.84,77.17,7.79,15.399,9.77,2023-08-22 17:01:24,88.075
7.17,79.85,7.76,15.831,12.15,2023-08-22 16:01:24,82.125
7.33,80.85,7.71,16.12,10.78,2023-08-22 15:01:24,85.55
7.49,81.59,7.61,16.859,8.32,2023-08-22 14:01:24,91.7
7.8,84.33,7.62,17.137,10.47,2023-08-22 13:01:24,86.325
7.85,84.83,7.64,17.016,8.44,2023-08-22 12:01:24,91.4
7.65,83.19,7.7,16.588,12.53,2023-08-22 11:01:24,81.175
7.45,81.67,7.76,16.178,8.11,2023-08-22 10:01:24,92.225
7.16,79.78,7.83,15.518,6.68,2023-08-22 09:01:24,95.8
6.72,76.55,7.87,14.726,3.59,2023-08-22 08:01:24,100.0
6.53,75.09,7.87,14.396,4.96,2023-08-22 07:01:24,100.0
6.62,76.14,7.87,14.382,4.78,2023-08-22 06:01:24,100.0
6.88,78.41,7.86,14.844,6.35,2023-08-22 05:01:24,96.625
7.06,79.32,7.81,15.391,12.8,2023-08-22 04:01:24,80.5
7.31,80.83,7.75,15.998,12.46,2023-08-22 03:01:24,81.35
7.25,79.2,7.67,16.277,9.47,2023-08-22 02:01:24,88.825
7.66,82.26,7.61,16.755,9.0,2023-08-22 01:01:24,90.0
7.92,84.75,7.65,16.869,9.77,2023-08-22 00:01:24,88.075
7.77,83.96,7.69,16.728,9.79,2023-08-21 23:01:24,88.025
7.5,82.2,7.74,16.482,8.72,2023-08-21 22:01:24,90.7
7.34,81.34,7.81,16.038,7.56,2023-08-21 21:01:24,93.6
6.91,78.1,7.84,15.426,6.92,2023-08-21 20:01:24,95.2
6.48,74.19,7.85,14.58,4.85,2023-08-21 19:01:24,100.0
6.43,73.58,7.84,14.578,5.41,2023-08-21 18:01:24,98.975
7.04,79.64,7.83,15.27,7.85,2023-08-21 17:01:24,92.875
7.36,81.95,7.77,15.922,10.05,2023-08-21 16:01:24,87.375
7.72,84.26,7.7,16.441,11.3,2023-08-21 15:01:24,84.25
8.0,86.15,7.65,16.865,16.9,2023-08-21 14:01:24,75.0
7.99,85.38,7.64,17.194,12.65,2023-08-21 13:01:24,80.875
8.17,87.31,7.66,17.078,13.49,2023-08-21 12:01:24,78.775
8.05,86.26,7.69,16.804,15.78,2023-08-21 11:01:24,75.0
7.84,84.24,7.73,16.424,9.61,2023-08-21 10:01:24,88.475
7.5,81.71,7.78,15.915,8.16,2023-08-21 09:01:24,92.1
7.09,79.15,7.84,15.287,5.16,2023-08-21 08:01:24,99.6
6.8,76.94,7.87,14.844,4.68,2023-08-21 07:01:24,100.0
6.66,76.32,7.87,14.519,4.31,2023-08-21 06:01:24,100.0
6.75,76.72,7.85,14.707,7.73,2023-08-21 05:01:24,93.175
7.31,81.27,7.81,15.503,9.39,2023-08-21 04:01:24,89.025
7.37,81.18,7.77,15.827,9.97,2023-08-21 03:01:24,87.575
7.66,83.07,7.71,16.248,13.88,2023-08-21 02:01:24,77.8
7.74,82.45,7.65,16.655,9.56,2023-08-21 01:01:24,88.6
8.13,85.93,7.68,16.765,10.5,2023-08-21 00:01:24,86.25
8.14,86.25,7.71,16.791,13.49,2023-08-20 23:01:24,78.775
7.97,85.53,7.73,16.744,14.71,2023-08-20 22:01:24,75.725
7.63,82.85,7.73,16.655,8.25,2023-08-20 21:01:24,91.875
7.31,80.94,7.79,16.025,9.23,2023-08-20 20:01:24,89.425
6.75,76.64,7.84,14.932,3.76,2023-08-20 19:01:24,100.0
6.15,70.51,7.81,14.511,2.79,2023-08-20 18:01:24,100.0
6.8,77.3,7.84,14.843,5.6,2023-08-20 17:01:24,98.5
7.09,79.6,7.79,15.436,10.62,2023-08-20 16:01:24,85.95
7.64,83.29,7.71,16.359,12.11,2023-08-20 15:01:24,82.225
8.11,86.7,7.65,16.899,13.58,2023-08-20 14:01:24,78.55
8.33,88.22,7.67,17.131,15.06,2023-08-20 13:01:24,75.0
8.36,88.64,7.69,17.1,15.42,2023-08-20 12:01:24,75.0
8.27,87.76,7.69,16.941,15.52,2023-08-20 11:01:24,75.0
8.13,86.31,7.7,16.666,19.27,2023-08-20 10:01:24,75.0
7.79,83.03,7.71,16.31,14.32,2023-08-20 09:01:24,76.7
7.33,79.61,7.75,15.78,12.53,2023-08-20 08:01:24,81.175
6.75,75.7,7.81,15.143,4.66,2023-08-20 07:01:24,100.0
6.31,72.17,7.81,14.745,4.46,2023-08-20 06:01:24,100.0
6.54,74.81,7.84,14.691,4.6,2023-08-20 05:01:24,100.0
6.86,77.34,7.8,15.091,7.13,2023-08-20 04:01:24,94.675
7.19,79.21,7.72,15.618,14.7,2023-08-20 03:01:24,75.75
7.64,82.02,7.64,16.162,13.2,2023-08-20 02:01:24,79.5
7.89,83.41,7.62,16.364,15.8,2023-08-20 01:01:24,75.0
7.95,83.23,7.65,16.514,18.5,2023-08-20 00:01:24,75.0
8.15,85.41,7.66,16.516,17.79,2023-08-19 23:01:24,75.0
7.86,83.2,7.66,16.482,18.28,2023-08-19 22:01:24,75.0
7.59,81.29,7.67,16.367,16.17,2023-08-19 21:01:24,75.0
7.3,79.43,7.71,16.04,14.52,2023-08-19 20:01:24,76.2
7.05,78.61,7.78,15.631,3.98,2023-08-19 19:01:28,100.0
6.52,74.17,7.82,14.909,5.23,2023-08-19 18:01:24,99.425
6.63,75.54,7.81,14.856,7.0,2023-08-19 17:01:24,95.0
7.07,79.09,7.77,15.423,8.44,2023-08-19 16:01:24,91.4
7.4,81.01,7.69,15.975,11.05,2023-08-19 15:01:24,84.875
7.73,82.47,7.61,16.248,16.25,2023-08-19 14:01:24,75.0
8.0,84.07,7.62,16.182,19.06,2023-08-19 13:01:24,75.0
8.17,85.49,7.65,16.338,22.67,2023-08-19 12:01:24,75.0
8.1,84.69,7.65,16.177,17.8,2023-08-19 11:01:24,75.0
7.91,83.19,7.65,16.093,26.78,2023-08-19 10:01:24,75.0
7.71,81.57,7.66,15.988,20.87,2023-08-19 09:01:24,75.0
7.39,79.55,7.7,15.579,10.98,2023-08-19 08:01:24,85.05
6.93,76.52,7.76,15.146,5.3,2023-08-19 07:01:24,99.25
6.77,75.71,7.79,14.945,4.63,2023-08-19 06:01:24,100.0
6.47,73.06,7.79,14.757,3.05,2023-08-19 05:01:24,100.0
6.8,76.54,7.8,14.819,4.87,2023-08-19 04:01:24,100.0
7.15,78.96,7.75,15.123,10.0,2023-08-19 03:01:24,87.5
7.53,80.94,7.66,15.523,12.47,2023-08-19 02:01:24,81.325
7.94,83.49,7.62,15.938,15.85,2023-08-19 01:01:24,75.0
7.66,80.28,7.59,15.998,14.29,2023-08-19 00:01:24,76.775
7.81,81.18,7.62,16.132,15.91,2023-08-18 23:01:24,75.0
8.06,84.19,7.65,16.081,23.29,2023-08-18 22:01:24,75.0
7.65,81.01,7.65,15.819,15.85,2023-08-18 21:01:24,75.0
7.46,80.13,7.69,15.568,10.03,2023-08-18 20:01:24,87.425
6.99,76.82,7.75,15.247,6.98,2023-08-18 19:01:24,95.05
6.52,72.94,7.76,14.92,4.46,2023-08-18 18:01:24,100.0
6.35,71.63,7.78,14.759,5.66,2023-08-18 17:01:24,98.35
6.83,76.51,7.78,14.888,4.49,2023-08-18 16:01:24,100.0
7.26,79.54,7.72,15.235,11.99,2023-08-18 15:01:24,82.525
7.63,81.45,7.63,15.568,13.44,2023-08-18 14:01:24,78.9
8.0,83.92,7.59,15.847,15.0,2023-08-18 13:01:24,75.0
8.14,84.85,7.6,16.024,19.53,2023-08-18 12:01:24,75.0
8.22,85.41,7.62,16.091,19.3,2023-08-18 11:01:24,75.0
8.19,85.28,7.63,15.948,22.49,2023-08-18 10:01:24,75.0
7.97,83.3,7.64,15.779,25.78,2023-08-18 09:01:24,75.0
7.59,80.39,7.66,15.552,12.07,2023-08-18 08:01:24,82.325
7.11,76.92,7.71,15.261,7.87,2023-08-18 07:01:24,92.825
6.76,75.23,7.79,14.904,4.98,2023-08-18 06:01:24,100.0
6.49,73.04,7.81,14.76,4.89,2023-08-18 05:01:24,100.0
6.61,74.96,7.82,14.681,5.95,2023-08-18 04:01:24,97.625
7.06,78.51,7.78,14.942,9.49,2023-08-18 03:01:24,88.775
7.43,80.22,7.67,15.358,13.8,2023-08-18 02:01:24,78.0
7.88,83.21,7.6,15.767,14.06,2023-08-18 01:01:24,77.35
7.65,80.01,7.54,15.892,14.49,2023-08-18 00:01:24,76.275
8.08,83.72,7.6,16.045,16.68,2023-08-17 23:01:24,75.0
8.16,84.7,7.62,16.051,21.55,2023-08-17 22:01:24,75.0
8.12,84.84,7.63,16.024,22.63,2023-08-17 21:01:24,75.0
7.72,81.82,7.63,15.73,12.46,2023-08-17 20:01:24,81.35
7.32,79.08,7.68,15.429,8.0,2023-08-17 19:01:24,92.5
7.06,77.83,7.76,15.176,4.38,2023-08-17 18:01:24,100.0
6.41,72.11,7.77,14.757,4.83,2023-08-17 17:01:24,100.0
6.66,74.89,7.8,14.738,8.59,2023-08-17 16:01:24,91.025
7.03,77.82,7.75,14.977,8.41,2023-08-17 15:01:24,91.475
7.55,81.31,7.66,15.355,14.54,2023-08-17 14:01:24,76.15
8.08,84.98,7.57,15.761,15.43,2023-08-17 13:01:24,75.0
8.32,86.68,7.57,15.976,18.63,2023-08-17 12:01:24,75.0
8.35,86.42,7.59,16.036,16.75,2023-08-17 11:01:24,75.0
8.43,87.38,7.6,15.947,26.55,2023-08-17 10:01:24,75.0
8.2,85.25,7.59,15.753,18.59,2023-08-17 09:01:24,75.0
8.05,83.88,7.61,15.546,17.89,2023-08-17 08:01:24,75.0
7.58,80.32,7.66,15.279,13.29,2023-08-17 07:01:24,79.275
7.07,77.36,7.76,14.975,8.32,2023-08-17 06:01:24,91.7
6.61,73.86,7.79,14.731,6.29,2023-08-17 05:01:24,96.775
6.35,72.27,7.83,14.492,7.01,2023-08-17 04:01:24,94.975
6.67,75.2,7.81,14.614,7.35,2023-08-17 03:01:24,94.125
7.32,79.75,7.72,15.058,13.22,2023-08-17 02:01:24,79.45
7.55,81.09,7.66,15.203,21.91,2023-08-17 01:01:24,75.0
7.95,83.25,7.56,15.438,15.8,2023-08-17 00:01:24,75.0
7.9,81.53,7.51,15.64,21.43,2023-08-16 23:01:24,75.0
8.34,85.53,7.56,15.726,22.02,2023-08-16 22:01:24,75.0
8.44,86.85,7.58,15.718,21.14,2023-08-16 21:01:24,75.0
8.17,85.07,7.59,15.684,17.1,2023-08-16 20:01:24,75.0
7.88,83.1,7.62,15.559,12.19,2023-08-16 19:01:24,82.025
7.32,79.13,7.71,15.223,9.95,2023-08-16 18:01:24,87.625
6.8,75.28,7.79,14.669,6.8,2023-08-16 17:01:24,95.5
6.38,72.0,7.81,14.397,7.45,2023-08-16 16:01:24,93.875
6.85,76.21,7.79,14.58,8.91,2023-08-16 15:01:24,90.225
7.43,80.01,7.69,14.938,11.74,2023-08-16 14:01:24,83.15
8.08,84.3,7.56,15.218,40.05,2023-08-16 13:01:24,75.0
8.45,86.9,7.5,15.339,16.96,2023-08-16 12:01:24,75.0
8.55,87.13,7.52,15.456,17.94,2023-08-16 11:01:24,75.0
8.66,88.23,7.54,15.435,23.79,2023-08-16 10:01:24,75.0
8.55,87.38,7.54,15.316,18.1,2023-08-16 09:01:24,75.0
8.4,86.29,7.56,15.192,20.29,2023-08-16 08:01:24,75.0
8.39,86.05,7.61,15.166,19.27,2023-08-16 07:01:24,75.0
7.75,81.6,7.7,15.051,20.24,2023-08-16 06:01:24,75.0
6.95,76.18,7.78,14.888,5.73,2023-08-16 05:01:24,98.175
6.3,71.22,7.81,14.541,6.88,2023-08-16 04:01:24,95.3
6.21,70.72,7.82,14.428,8.0,2023-08-16 03:01:24,92.5
6.56,73.61,7.79,14.672,9.49,2023-08-16 02:01:24,88.775
7.16,78.15,7.73,15.034,12.19,2023-08-16 01:01:24,82.025
7.5,80.2,7.64,15.219,17.89,2023-08-16 00:01:24,75.0
7.78,80.7,7.54,15.344,16.13,2023-08-15 23:01:24,75.0
8.0,81.52,7.53,15.364,18.46,2023-08-15 22:01:24,75.0
8.24,84.24,7.59,15.404,20.06,2023-08-15 21:01:24,75.0
8.2,84.52,7.62,15.463,17.17,2023-08-15 20:01:24,75.0
8.1,84.36,7.67,15.568,14.32,2023-08-15 19:01:24,76.7
7.54,80.49,7.7,15.613,18.83,2023-08-15 18:01:24,75.0
6.98,76.56,7.71,15.477,7.62,2023-08-15 17:01:24,93.45
6.22,70.37,7.77,14.716,43.94,2023-08-15 16:01:24,75.0
6.4,72.51,7.8,14.688,7.76,2023-08-15 15:01:24,93.1
6.82,76.03,7.76,15.006,13.19,2023-08-15 14:01:24,79.525
6.98,76.6,7.7,15.22,18.1,2023-08-15 13:01:24,75.0
7.49,80.04,7.63,15.481,18.01,2023-08-15 12:01:24,75.0
7.52,79.71,7.6,15.487,19.74,2023-08-15 11:01:24,75.0
7.78,81.43,7.61,15.586,18.14,2023-08-15 10:01:24,75.0
7.51,79.4,7.62,15.528,13.66,2023-08-15 09:01:24,78.35
7.62,80.89,7.66,15.519,20.27,2023-08-15 08:01:24,75.0
7.52,80.54,7.7,15.42,21.4,2023-08-15 07:01:24,75.0
7.2,78.9,7.76,15.206,20.91,2023-08-15 06:01:28,75.0
6.71,75.72,7.85,14.82,16.23,2023-08-15 05:01:24,75.0
6.66,76.3,7.87,14.685,5.39,2023-08-15 04:01:24,99.025
6.32,73.14,7.87,14.419,6.13,2023-08-15 03:01:24,97.175
6.52,75.58,7.89,14.415,6.79,2023-08-15 02:01:24,95.525
6.75,77.31,7.87,14.741,8.3,2023-08-15 01:01:24,91.75
6.83,77.31,7.83,15.019,8.24,2023-08-15 00:01:24,91.9
6.81,76.31,7.78,15.164,9.78,2023-08-14 23:01:24,88.05
6.06,68.06,7.69,15.152,7.98,2023-08-14 22:01:24,92.55
7.3,79.41,7.68,15.691,9.47,2023-08-14 21:01:24,88.825
7.35,80.04,7.72,15.753,9.49,2023-08-14 20:01:24,88.775
7.34,80.51,7.78,15.602,10.89,2023-08-14 19:01:24,85.275
6.88,77.69,7.84,15.103,8.34,2023-08-14 18:01:24,91.65
6.83,77.87,7.86,15.011,6.32,2023-08-14 17:01:24,96.7
6.55,75.94,7.89,14.537,5.74,2023-08-14 16:01:24,98.15
6.24,72.83,7.88,14.35,7.0,2023-08-14 15:01:24,95.0
6.55,76.16,7.89,14.473,6.97,2023-08-14 14:01:24,95.075
6.67,77.04,7.88,14.638,5.02,2023-08-14 13:01:24,99.95
6.76,77.51,7.87,14.764,6.37,2023-08-14 12:01:24,96.575
6.83,77.06,7.82,15.069,9.02,2023-08-14 11:01:24,89.95
6.91,76.89,7.76,15.181,8.68,2023-08-14 10:01:24,90.8
6.7,74.39,7.72,15.357,8.03,2023-08-14 09:01:24,92.425
7.49,81.36,7.75,15.712,6.52,2023-08-14 08:01:24,96.2
7.06,78.68,7.81,15.311,8.31,2023-08-14 07:01:24,91.725
6.85,77.54,7.85,15.177,7.61,2023-08-14 06:01:24,93.475
6.75,77.35,7.88,14.843,6.27,2023-08-14 05:01:24,96.825
6.65,77.14,7.91,14.647,4.64,2023-08-14 04:01:24,100.0
6.37,74.83,7.92,14.216,7.2,2023-08-14 03:01:24,94.5
6.2,72.85,7.91,14.16,5.38,2023-08-14 02:01:24,99.05
6.56,77.0,7.92,14.237,5.86,2023-08-14 01:01:24,97.85
6.71,78.13,7.91,14.539,9.04,2023-08-14 00:01:24,89.9
6.68,77.13,7.88,14.677,8.14,2023-08-13 23:01:24,92.15
6.3,72.43,7.83,14.736,3.65,2023-08-13 22:01:24,100.0
6.16,70.71,7.8,14.704,9.0,2023-08-13 21:01:24,90.0
6.34,72.65,7.8,14.874,12.03,2023-08-13 20:01:24,82.425
7.18,80.22,7.78,16.319,5.58,2023-08-13 19:01:24,98.55
6.95,78.73,7.83,15.694,8.4,2023-08-13 18:01:24,91.5
6.86,78.46,7.86,15.491,13.44,2023-08-13 17:01:24,78.9
6.87,79.35,7.9,14.942,6.63,2023-08-13 16:01:24,95.925
6.52,76.39,7.92,14.143,4.58,2023-08-13 15:01:24,100.0
6.33,74.35,7.91,14.058,6.74,2023-08-13 14:01:24,95.65
6.63,77.49,7.92,14.218,7.21,2023-08-13 13:01:24,94.475
6.71,77.98,7.91,14.352,8.82,2023-08-13 12:01:24,90.45
6.58,76.03,7.88,14.429,9.32,2023-08-13 11:01:24,89.2
5.95,68.36,7.79,14.49,6.88,2023-08-13 10:01:24,95.3
6.56,73.46,7.78,15.003,8.92,2023-08-13 09:01:24,90.2
6.26,71.18,7.79,14.735,8.9,2023-08-13 08:01:24,90.25
7.39,80.38,7.76,15.918,5.81,2023-08-13 07:01:24,97.975
7.12,79.26,7.81,15.463,6.96,2023-08-13 06:01:24,95.1
6.99,78.84,7.86,15.268,5.85,2023-08-13 05:01:24,97.875
6.83,77.96,7.9,14.848,5.29,2023-08-13 04:01:24,99.275
6.65,77.6,7.93,14.189,5.17,2023-08-13 03:01:24,99.575
6.21,72.98,7.91,13.949,5.17,2023-08-13 02:01:24,99.575
6.44,75.68,7.92,13.953,5.45,2023-08-13 01:01:24,98.875
6.62,77.46,7.93,14.04,6.74,2023-08-13 00:01:24,95.65
6.61,77.04,7.92,14.133,7.67,2023-08-12 23:01:24,93.325
6.5,75.31,7.89,14.2,6.53,2023-08-12 22:01:24,96.175
5.92,68.43,7.84,14.16,5.66,2023-08-12 21:01:24,98.35
6.28,71.37,7.79,14.78,6.48,2023-08-12 20:01:24,96.3
6.35,72.28,7.81,14.6,7.19,2023-08-12 19:01:24,94.525
7.03,78.62,7.84,15.381,6.11,2023-08-12 18:01:24,97.225
7.1,79.46,7.84,15.391,8.79,2023-08-12 17:01:24,90.525
6.83,78.17,7.9,14.67,7.42,2023-08-12 16:01:24,93.95
6.59,76.44,7.91,14.21,5.56,2023-08-12 15:01:24,98.6
6.46,75.33,7.92,13.941,6.72,2023-08-12 14:01:24,95.7
6.52,76.15,7.92,13.898,6.36,2023-08-12 13:01:24,96.6
6.48,75.76,7.91,13.945,6.75,2023-08-12 12:01:24,95.625
6.68,77.52,7.92,14.037,8.26,2023-08-12 11:01:24,91.85
6.57,76.04,7.89,14.094,9.22,2023-08-12 10:01:24,89.45
6.02,69.4,7.83,14.128,5.41,2023-08-12 09:01:24,98.975
5.8,65.68,7.73,14.585,5.93,2023-08-12 08:01:24,97.675
6.45,73.0,7.81,14.501,8.67,2023-08-12 07:01:24,90.825
6.83,76.57,7.81,14.878,6.69,2023-08-12 06:01:24,95.775
7.08,78.98,7.82,15.113,6.0,2023-08-12 05:01:24,97.5
6.94,78.78,7.88,14.834,5.8,2023-08-12 04:01:24,98.0
6.83,78.46,7.92,14.541,6.96,2023-08-12 03:01:24,95.1
6.65,77.4,7.93,14.058,4.96,2023-08-12 02:01:24,100.0
6.2,72.63,7.9,13.817,3.78,2023-08-12 01:01:24,100.0
6.45,75.54,7.92,13.813,4.9,2023-08-12 00:01:24,100.0
6.66,77.83,7.93,13.864,5.16,2023-08-11 23:01:24,99.6
6.69,77.8,7.93,13.935,6.29,2023-08-11 22:01:24,96.775
6.62,76.65,7.91,13.971,8.0,2023-08-11 21:01:24,92.5
6.11,70.38,7.85,13.997,10.23,2023-08-11 20:01:28,86.925
5.35,60.07,7.65,14.859,5.19,2023-08-11 19:01:24,99.525
6.5,73.45,7.82,14.584,8.0,2023-08-11 18:01:24,92.5
6.83,77.1,7.85,14.758,6.48,2023-08-11 17:01:24,96.3
7.51,83.61,7.84,15.606,9.23,2023-08-11 16:01:24,89.425
6.91,78.96,7.91,14.471,7.73,2023-08-11 15:01:24,93.175
6.66,76.76,7.91,14.13,7.23,2023-08-11 14:01:24,94.425
6.37,74.19,7.9,13.811,4.05,2023-08-11 13:01:24,100.0
6.27,72.96,7.88,13.821,5.43,2023-08-11 12:01:24,98.925
6.63,77.05,7.92,13.829,9.56,2023-08-11 11:01:24,88.6
6.8,78.58,7.92,13.901,6.67,2023-08-11 10:01:24,95.825
6.81,78.23,7.91,13.977,6.18,2023-08-11 09:01:24,97.05
6.48,74.14,7.86,13.989,4.85,2023-08-11 08:01:24,100.0
6.37,71.69,7.77,14.262,8.38,2023-08-11 07:01:24,91.55
5.6,61.18,7.58,15.049,4.87,2023-08-11 06:01:24,100.0
7.05,77.54,7.76,14.871,7.02,2023-08-11 05:01:24,94.95
7.34,80.72,7.81,14.895,6.68,2023-08-11 04:01:24,95.8
7.1,78.94,7.85,14.805,5.04,2023-08-11 03:01:24,99.9
7.06,79.42,7.88,14.43,4.98,2023-08-11 02:01:24,100.0
6.95,79.04,7.9,14.184,4.12,2023-08-11 01:01:24,100.0
6.66,76.9,7.91,13.875,4.62,2023-08-11 00:01:24,100.0
6.56,75.97,7.91,13.823,3.88,2023-08-10 23:01:24,100.0
6.55,75.68,7.89,13.856,5.46,2023-08-10 22:01:24,98.85
6.57,75.41,7.88,13.917,5.87,2023-08-10 21:01:24,97.825
6.69,76.62,7.88,13.94,7.34,2023-08-10 20:01:24,94.15
6.23,70.56,7.8,14.044,6.14,2023-08-10 19:01:24,97.15
5.82,63.08,7.55,14.922,7.28,2023-08-10 18:01:24,94.3
7.1,76.31,7.68,15.236,7.06,2023-08-10 17:01:24,94.85
7.53,81.68,7.77,14.941,6.65,2023-08-10 16:01:24,95.875
7.58,82.31,7.8,14.876,6.27,2023-08-10 15:01:24,96.825
7.54,82.45,7.84,14.668,5.79,2023-08-10 14:01:24,98.025
7.39,81.7,7.89,14.499,5.49,2023-08-10 13:01:24,98.775
7.07,80.11,7.92,14.089,4.39,2023-08-10 12:01:24,100.0
6.83,78.77,7.93,13.829,3.96,2023-08-10 11:01:24,100.0
6.71,77.56,7.91,13.779,4.3,2023-08-10 10:01:24,100.0
6.93,79.89,7.93,13.816,5.49,2023-08-10 09:01:24,98.775
6.88,78.55,7.9,13.922,6.45,2023-08-10 08:01:24,96.375
6.99,79.23,7.89,13.988,4.37,2023-08-10 07:01:24,100.0
6.68,75.11,7.82,14.07,5.29,2023-08-10 06:01:24,99.275
6.69,71.35,7.64,14.775,6.05,2023-08-10 05:01:24,97.375
7.57,81.42,7.76,14.697,6.9,2023-08-10 04:01:24,95.25
7.42,79.75,7.75,14.738,7.4,2023-08-10 03:01:24,94.0
7.69,83.06,7.81,14.748,5.6,2023-08-10 02:01:24,98.5
7.66,83.44,7.84,14.612,5.29,2023-08-10 01:01:24,99.275
7.55,83.35,7.88,14.441,5.92,2023-08-10 00:01:24,97.7
7.17,81.08,7.92,14.048,4.66,2023-08-09 23:01:24,100.0
6.83,78.79,7.93,13.765,6.74,2023-08-09 22:01:24,95.65
6.84,78.83,7.92,13.774,4.05,2023-08-09 21:01:24,100.0
6.82,77.9,7.89,13.861,4.42,2023-08-09 20:01:24,100.0
7.14,80.72,7.89,13.982,6.48,2023-08-09 19:01:24,96.3
7.02,78.4,7.84,14.122,6.85,2023-08-09 18:01:24,95.375
7.53,80.34,7.67,14.921,7.85,2023-08-09 17:01:24,92.875
8.13,85.2,7.7,15.289,7.63,2023-08-09 16:01:24,93.425
7.98,84.23,7.71,15.088,8.64,2023-08-09 15:01:24,90.9
8.18,86.33,7.74,15.131,8.06,2023-08-09 14:01:24,92.35
8.11,86.18,7.79,14.745,5.97,2023-08-09 13:01:24,97.575
8.12,86.42,7.83,14.6,12.99,2023-08-09 12:01:24,80.025
7.31,81.52,7.91,14.053,5.54,2023-08-09 11:01:24,98.65
7.11,81.29,7.94,13.809,3.93,2023-08-09 10:01:24,100.0
6.8,78.32,7.91,13.729,4.25,2023-08-09 09:01:24,100.0
7.06,81.08,7.93,13.772,7.63,2023-08-09 08:01:24,93.425
7.22,81.84,7.92,13.911,6.67,2023-08-09 07:01:24,95.825
7.28,81.13,7.88,14.103,8.31,2023-08-09 06:01:24,91.725
7.12,78.31,7.79,14.241,10.78,2023-08-09 05:01:24,85.55
7.18,77.86,7.73,14.398,4.64,2023-08-09 04:01:24,100.0
7.61,80.89,7.71,14.578,7.82,2023-08-09 03:01:24,92.95
8.09,84.0,7.7,14.773,5.62,2023-08-09 02:01:24,98.45
8.03,84.19,7.73,14.781,9.23,2023-08-09 01:01:24,89.425
7.89,83.96,7.79,14.72,5.7,2023-08-09 00:01:24,98.25
7.58,81.94,7.82,14.546,4.46,2023-08-08 23:01:24,100.0
7.19,80.69,7.9,14.094,5.34,2023-08-08 22:01:24,99.15
7.02,80.16,7.92,13.84,6.11,2023-08-08 21:01:24,97.225
7.14,81.15,7.91,13.911,7.97,2023-08-08 20:01:24,92.575
7.29,81.52,7.87,14.082,11.85,2023-08-08 19:01:24,82.875
7.5,81.99,7.82,14.346,11.83,2023-08-08 18:01:24,82.925
7.79,83.37,7.76,14.573,14.29,2023-08-08 17:01:24,76.775
7.53,79.49,7.64,14.778,13.29,2023-08-08 16:01:24,79.275
8.32,85.98,7.64,15.227,21.16,2023-08-08 15:01:24,75.0
8.48,87.59,7.67,15.243,11.33,2023-08-08 14:01:24,84.175
8.49,87.83,7.7,15.13,27.48,2023-08-08 13:01:24,75.0
8.18,85.54,7.75,14.753,9.62,2023-08-08 12:01:24,88.45
7.95,84.34,7.81,14.499,10.2,2023-08-08 11:01:24,87.0
7.45,81.1,7.86,14.111,4.83,2023-08-08 10:01:24,100.0
6.92,78.05,7.89,13.815,7.29,2023-08-08 09:01:24,94.275
6.89,77.99,7.88,13.786,7.64,2023-08-08 08:01:24,93.4
7.2,80.47,7.88,13.88,10.25,2023-08-08 07:01:24,86.875
7.42,81.16,7.84,14.044,12.35,2023-08-08 06:01:24,81.625
7.63,82.39,7.81,14.233,11.87,2023-08-08 05:01:24,82.825
7.63,80.93,7.7,14.44,7.12,2023-08-08 04:01:24,94.7
7.93,81.72,7.63,14.686,10.97,2023-08-08 03:01:24,85.075
8.35,84.65,7.65,14.737,9.95,2023-08-08 02:01:24,87.625
8.44,85.63,7.66,14.761,11.07,2023-08-08 01:01:24,84.825
8.28,84.9,7.69,14.739,14.16,2023-08-08 00:01:24,77.1
8.02,83.61,7.75,14.631,7.66,2023-08-07 23:01:24,93.35
7.74,82.34,7.8,14.486,9.97,2023-08-07 22:01:24,87.575
7.12,78.64,7.87,14.12,4.59,2023-08-07 21:01:24,100.0
6.64,74.78,7.83,13.869,20.99,2023-08-07 20:01:24,75.0
7.22,79.89,7.84,14.147,7.15,2023-08-07 19:01:24,94.625
7.41,80.25,7.78,14.364,10.37,2023-08-07 18:01:24,86.575
8.19,85.08,7.66,14.864,14.81,2023-08-07 17:01:24,75.475
8.53,87.2,7.64,14.973,14.81,2023-08-07 16:01:24,75.475
8.92,90.36,7.67,15.203,15.49,2023-08-07 15:01:24,75.0
8.84,89.37,7.67,15.06,16.72,2023-08-07 14:01:24,75.0
8.66,87.61,7.67,14.893,19.26,2023-08-07 13:01:24,75.0
8.47,85.99,7.68,14.729,20.54,2023-08-07 12:01:24,75.0
8.18,83.61,7.71,14.65,15.1,2023-08-07 11:01:24,75.0
7.7,80.02,7.73,14.58,8.52,2023-08-07 10:01:24,91.2
7.29,77.99,7.8,14.215,7.28,2023-08-07 09:01:24,94.3
6.95,76.32,7.84,13.918,5.97,2023-08-07 08:01:24,97.575
6.69,75.1,7.84,13.787,8.75,2023-08-07 07:01:24,90.625
7.13,77.58,7.81,13.995,9.87,2023-08-07 06:01:24,87.825
7.56,79.49,7.71,14.332,14.27,2023-08-07 05:01:24,76.825
